Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
B;Okamoto, T;;"Sugisaka, M; Tanaka, H";;Okamoto, Takeshi;;;An Artificial Intelligence Membrane to Detect Network Intrusion;PROCEEDINGS OF THE SIXTEENTH INTERNATIONAL SYMPOSIUM ON ARTIFICIAL LIFE AND ROBOTICS (AROB 16TH '11);;;;;16th International Symposium on Artificial Life and Robotics (AROB 16th '11);JAN 27-29, 2011;Beppu, JAPAN;Int Organiz Comm Int Symposium Artificial Life & Robot, ALife Robot Corp Ltd & Nippon Bunri Univ, Mitsubishi Elect Corp Adv Technol R&D Ctr, Oita Gas Co Ltd, ME System Co Ltd, SANWA SHURUI Co Ltd;;;;;;;;;;;;;;;;;;;;;;;978-4-9902880-5-1;;;;2011;;;;;;;463;466;;;;;;;;;WOS:000393365500108;;;;;;
B;"Nakamura, K; Suzuki, I; Yamamoto, M; Furukawa, M";;"Sugisaka, M; Tanaka, H";;"Nakamura, Keita; Suzuki, Ikuo; Yamamoto, Masahito; Furukawa, Masashi";;;Emergence of Behavior Intelligence on Artificial Creature in Different Virtual Fluid Environments;PROCEEDINGS OF THE SIXTEENTH INTERNATIONAL SYMPOSIUM ON ARTIFICIAL LIFE AND ROBOTICS (AROB 16TH '11);;;;;16th International Symposium on Artificial Life and Robotics (AROB 16th '11);JAN 27-29, 2011;Beppu, JAPAN;Int Organiz Comm Int Symposium Artificial Life & Robot, ALife Robot Corp Ltd & Nippon Bunri Univ, Mitsubishi Elect Corp Adv Technol R&D Ctr, Oita Gas Co Ltd, ME System Co Ltd, SANWA SHURUI Co Ltd;;;;;;;;;;;;;;;;;;;;;;;978-4-9902880-5-1;;;;2011;;;;;;;617;620;;;;;;;;;WOS:000393365500146;;;;;;
S;"Carneiro, D; Gomes, M; Novais, P; Neves, J";;"Antunes, L; Pinto, HS";;"Carneiro, Davide; Gomes, Marco; Novais, Paulo; Neves, Jose";;;Developing Dynamic Conflict Resolution Models Based on the Interpretation of Personal Conflict Styles;PROGRESS IN ARTIFICIAL INTELLIGENCE-BOOK;Lecture Notes in Artificial Intelligence;;;;15th Portuguese Conference on Artificial Intelligence (EPIA 2011);OCT 10-13, 2011;Universidade Lisboa, Fac Ciencias, Lisbon, PORTUGAL;LabMAg FCUL, INESC ID, IST, ISEL;Universidade Lisboa, Fac Ciencias;;;;;;;"Novais, Paulo/M-4053-2013; Carneiro, Davide/A-3490-2014; NEVES, JOSE/M-4203-2013; Gomes, Marco/M-9101-2016";"Novais, Paulo/0000-0002-3549-0754; Carneiro, Davide/0000-0002-6650-0388; NEVES, JOSE/0000-0002-8863-0351; Gomes, Marco/0000-0001-6370-9955";;;;;;;;;;;;0302-9743;1611-3349;978-3-642-24768-2;;;;2011;7026;;;;;;44;58;;;;;;;;;WOS:000310859800004;;;;;;
S;"Abdolmaleki, A; Movahedi, M; Salehi, S; Lau, N; Reis, LP";;"Antunes, L; Pinto, HS";;"Abdolmaleki, Abbas; Movahedi, Mostafa; Salehi, Sajjad; Lau, Nuno; Reis, Luis Paulo";;;A Reinforcement Learning Based Method for Optimizing the Process of Decision Making in Fire Brigade Agents;PROGRESS IN ARTIFICIAL INTELLIGENCE-BOOK;Lecture Notes in Artificial Intelligence;;;;15th Portuguese Conference on Artificial Intelligence (EPIA 2011);OCT 10-13, 2011;Universidade Lisboa, Fac Ciencias, Lisbon, PORTUGAL;LabMAg FCUL, INESC ID, IST, ISEL;Universidade Lisboa, Fac Ciencias;;;;;;;"Lau, Nuno/E-5934-2010; Reis, Luis Paulo/C-5751-2008";"Lau, Nuno/0000-0003-0513-158X; Reis, Luis Paulo/0000-0002-4709-1718";;;;;;;;;;;;0302-9743;1611-3349;978-3-642-24768-2;;;;2011;7026;;;;;;340;+;;;;;;;;;WOS:000310859800025;;;;;;
B;"Bookjans, M; Weckenmann, A";;"Popescu, S; Brad, S; Popescu, D";;"Bookjans, Martin; Weckenmann, Albert";;;VIRTUAL QUALITY MANAGEMENT: A HOLISTIC APPROACH FOR THE SET-UP OF TRUE-TO-LIFE PROCESS MODELS AND ACCORDING VIRTUAL QUALITY MANAGEMENT TOOLS;QUALITY AND INNOVATION IN ENGINEERING AND MANAGEMENT;;;;;1st International Conference on Quality and Innovation in Engineering and Management (QIEM);MAR 17-19, 2011;Cluj Napoca, ROMANIA;;;;;;;;;;;;;;;;;;;;;;;;978-973-662-614-2;;;;2011;;;;;;;17;22;;;;;;;;;WOS:000312344600004;;;;;;
B;"Oprean, C; Brumar, CI; Kifor, CV; Fabian, RD; Barbat, BE";;"Popescu, S; Brad, S; Popescu, D";;"Oprean, C.; Brumar, C., I; Kifor, C., V; Fabian, R. D.; Barbat, B. E.";;;POST-INDUSTRIAL QUALITY FOR SUSTAINABLE DEVELOPMENT;QUALITY AND INNOVATION IN ENGINEERING AND MANAGEMENT;;;;;1st International Conference on Quality and Innovation in Engineering and Management (QIEM);MAR 17-19, 2011;Cluj Napoca, ROMANIA;;;;;;;;;"Fabian, Ralf D/E-3418-2010; Kifor, Claudiu/AAK-5804-2020";;;;;;;;;;;;;;;978-973-662-614-2;;;;2011;;;;;;;159;162;;;;;;;;;WOS:000312344600036;;;;;;
B;"Enache, M; Letia, T";;"Popescu, S; Brad, S; Popescu, D";;"Enache, Mirela; Letia, Tiberiu";;;MANAGEMENT INFORMATION AND EVIDENCE GATHERED TO COUNTER COMPUTER FRAUD;QUALITY AND INNOVATION IN ENGINEERING AND MANAGEMENT;;;;;1st International Conference on Quality and Innovation in Engineering and Management (QIEM);MAR 17-19, 2011;Cluj Napoca, ROMANIA;;;;;;;;;;;;;;;;;;;;;;;;978-973-662-614-2;;;;2011;;;;;;;273;276;;;;;;;;;WOS:000312344600060;;;;;;
S;"Tarrataca, L; Wichert, A";;"Song, D; Melucci, M; Frommholz, I; Zhang, P; Wang, L; Arafat, S";;"Tarrataca, Luis; Wichert, Andreas";;;A Hierarchical Sorting Oracle;QUANTUM INTERACTION;Lecture Notes in Computer Science;;;;5th International Symposium on Quantum Interaction;JUN 26-29, 2011;Aberdeen, SCOTLAND;Scottish Informat & Comp Sci Alliance;;;;;;;;Wichert, Andreas/E-2494-2012;Wichert, Andreas/0000-0002-2179-4378;;;;;;;;;;;;0302-9743;1611-3349;978-3-642-24970-9;;;;2011;7052;;;;;;172;181;;;;;;;;;WOS:000306990400017;;;;;;
B;"Panchal, VK; Gupta, N";;"Vasek, V; Shmaliy, YS; Trcek, D; Kobayashi, NP; Choras, RS; Klos, Z";;"Panchal, V. K.; Gupta, Nitish";;;Swarm Intelligence for Mixed Pixel Resolution;RECENT RESEARCHES IN TELECOMMUNICATIONS, INFORMATICS, ELECTRONICS & SIGNAL PROCESSING;;;;;10th WSEAS International Conference on TELECOMMUNICATIONS and INFORMATICS/10th WSEAS International Conference on MICROELECTRONICS, NANOELECTRONICS, OPTOELECTRONICS/and 10th WSEAS International Conference on SIGNAL PROCESSING;MAY 27-29, 2011;Lanzarote, SPAIN;;;;;;;;;;;;;;;;;;;;;;;;978-1-61804-005-3;;;;2011;;;;;;;24;+;;;;;;;;;WOS:000303790700006;;;;;;
S;"Zhou, L; Cheng, XM";;Luo, Q;;"Zhou, Lin; Cheng, Xiaomin";;;Artificial Intelligence Optimization and Experimental Study of Auto Panel Stamping Process;RECENT TRENDS IN MATERIALS AND MECHANICAL ENGINEERING MATERIALS, MECHATRONICS AND AUTOMATION, PTS 1-3;Applied Mechanics and Materials;;;;International Conference on Recent Trends in Materials and Mechanical Engineering (ICRTMME 2011);JAN 27-28, 2011;Shenzhen, PEOPLES R CHINA;Intelligent Informat Technol Appl Res Assoc, So Illinoic Univ Carbondale;;;;;;;;;;;;;;;;;;;;;1660-9336;;978-3-03785-099-2;;;;2011;55-57;;1-3;;;;1794;1798;;10.4028/www.scientific.net/AMM.55-57.1794;;;;;;;WOS:000303778601065;;;;;;
B;"Saleh, HA; Allaert, G";;Tang, DL;;"Saleh, Hussain Aziz; Allaert, Georges";;;Scientific Research Based Optimisation and Geo-information Technologies for Integrating Environmental Planning in Disaster Management;REMOTE SENSING OF THE CHANGING OCEANS;;;;;9th Pan Ocean Remote Sensing Conference, PORSEC2008;DEC 02-06, 2008;S China Sea Inst Oceanog, Guangzhou, PEOPLES R CHINA;Natl Nat Sci Fdn China, Chinese Acad Sci, Guangzhou Assoc Sci & Technol, Guangdong Nat Sci Fdn;S China Sea Inst Oceanog;;;;;;;;;;;;;;;;;;;;;;978-3-642-16540-5;;;;2011;;;;;;;359;390;;10.1007/978-3-642-16541-2_19;;;;;;;WOS:000395049400019;;;;;;
B;"Salido, MA; Rodriguez-Molins, M; Barber, F";;"Bramer, M; Petridis, M; Hopgood, A";;"Salido, Miguel A.; Rodriguez-Molins, Mario; Barber, Federico";;;Artificial Intelligence Techniques for the Berth Allocation and Container Stacking Problems in Container Terminals;RESEARCH AND DEVELOPMENT IN INTELLIGENT SYSTEMS XXVII: INCORPORATING APPLICATIONS AND INNOVATIONS IN INTELLIGENT SYSTEMS XVIII;;;;;30th SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence (AI-2010);DEC 14-16, 1010-2010;Peterhouse Coll, Cambridge, ENGLAND;SGAI British Comp Soc Specialist Grp Artificial Intelligence, BCI;Peterhouse Coll;;;;;;;"Salido, Miguel A/L-6714-2015; Barber, Federico/H-4508-2015";"Salido, Miguel A/0000-0002-4835-4057; Barber, Federico/0000-0002-3966-5742";;;;;;;;;;;;;;978-0-85729-129-5;;;;2011;;;;;;;295;308;;10.1007/978-0-85729-130-1_23;;;;;;;WOS:000395949400023;;;;;;
S;Paulins, N;;"Treija, S; Skuja, I";;Paulins, Nauris;;;AN AGENT-BASED HYBRID INTRUSION DETECTION SYSTEM;RESEARCH FOR RURAL DEVELOPMENT 2011, VOL 1;Research for Rural Development;;;;17th Annual International Scientific Conference on Research for Rural Development;MAY 18-20, 2011;Latvia Univ Agr, Jelgava, LATVIA;;Latvia Univ Agr;;;;;;;;;;;;;;;;;;;;1691-4031;;;;;;2011;;;;;;;191;195;;;;;;;;;WOS:000378592400033;;;;;;
B;"de Salabert, A; Diez, F; Cobos, R; Alfonseca, M";;Hernandez, W;;"de Salabert, Arturo; Diez, Fernando; Cobos, Ruth; Alfonseca, Manuel";;;An interactive platform for IA Games;RESEARCH IN ENGINEERING EDUCATION SYMPOSIUM;;;;;Research in Engineering Education Symposium;OCT 04-07, 2011;Univ Politecnica Madrid, Madrid, SPAIN;UPM, Vicerrectorado Ordenac Acad & Planificac Estrategica, UPM, EUIT Telecomunicac, UPM, EU Informatica, UPM, ETS Ingenieros Aeronauticos, UPM, EUIT Aeronautica, Madrid Convent Bur, Journal Engn Educ, Politecnica Ingeniamos Futuro, Taylor & Francis Grp;Univ Politecnica Madrid;;;;;;;"Alfonseca, Manuel/E-6187-2013; Cobos, Ruth/C-1181-2012; Perez, Ruth Cobos/AAB-6175-2019; Diez, Fernando/G-9765-2012";"Alfonseca, Manuel/0000-0003-4144-2684; Cobos, Ruth/0000-0002-3411-3009; Perez, Ruth Cobos/0000-0002-3411-3009; Diez, Fernando/0000-0001-7098-5659";;;;;;;;;;;;;;978-84-695-2615-6;;;;2011;;;;;;;736;744;;;;;;;;;WOS:000393815900077;;;;;;
S;"Peters, J; Mulling, K; Kober, J; Nguyen-Tuong, D; Kromer, O";;"Pradalier, C; Siegwart, R; Hirzinger, G";;"Peters, Jan; Muelling, Katharina; Kober, Jens; Duy Nguyen-Tuong; Kroemer, Oliver";;;Towards Motor Skill Learning for Robotics;ROBOTICS RESEARCH;Springer Tracts in Advanced Robotics;;;;14th International Symposium on Robotics Research (ISSR);AUG 31-SEP 03, 2009;Lucerne, SWITZERLAND;Int Fdn Robot Res;;;;;;;;"Peters, Jan/P-6027-2019; Kober, Jens/I-9119-2017";"Peters, Jan/0000-0002-5266-8091; Kober, Jens/0000-0001-7257-5434";;;;;;;;;;;;1610-7438;;978-3-642-19456-6;;;;2011;70;;;;;;469;482;;;;;;;;;WOS:000309893200028;;;;;;
S;Ikle, M;;"Benferhat, S; Grant, J";;Ikle, Matthew;;;Probabilistic Logic Networks in a Nutshell;SCALABLE UNCERTAINTY MANAGEMENT;Lecture Notes in Artificial Intelligence;;;;5th International Conference on Scalable Uncertainty Management (SUM 2011);OCT 10-12, 2011;Dayton, OH;;;;;;;;;Ikle, Matthew/C-6265-2018;Ikle, Matthew/0000-0001-5978-2703;;;;;;;;;;;;0302-9743;1611-3349;"978-3-642-23962-5; 978-3-642-23963-2";;;;2011;6929;;;;;;52;60;;;;;;;;;WOS:000306718500005;;;;;;
S;Simari, GR;;"Benferhat, S; Grant, J";;Simari, Guillermo R.;;;A Brief Overview of Research in Argumentation Systems;SCALABLE UNCERTAINTY MANAGEMENT;Lecture Notes in Artificial Intelligence;;;;5th International Conference on Scalable Uncertainty Management (SUM 2011);OCT 10-12, 2011;Dayton, OH;;;;;;;;;Simari, Guillermo/P-8739-2019;Simari, Guillermo/0000-0001-6247-0428;;;;;;;;;;;;0302-9743;1611-3349;"978-3-642-23962-5; 978-3-642-23963-2";;;;2011;6929;;;;;;81;95;;;;;;;;;WOS:000306718500008;;;;;;
B;"Suarez-Tangil, G; Palomar, E; Pastrana, S; Ribagorda, A";;;IEEE;"Suarez-Tangil, Guillermo; Palomar, Esther; Pastrana, Sergio; Ribagorda, Arturo";;;ARTIFICIAL IMMUNITY-BASED CORRELATION SYSTEM;SECRYPT 2011: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON SECURITY AND CRYPTOGRAPHY;;;;;International Conference on Security and Cryptography (SECRYPT);JUL 18-21, 2011;ETSII Univ Seville, Seville, SPAIN;Inst Syst & Technologies Information, Control & Commun, Inst Elect & Elect Engn, Inst Elect & Elect Engn Syst Council;ETSII Univ Seville;;;;;;;;PASTRANA, SERGIO/0000-0003-1036-6359;;;;;;;;;;;;;;;;;;2011;;;;;;;422;425;;;;;;;;;WOS:000342217900060;;;;;;
B;"Teofilo, LF; Reis, LP";;"Rocha, A; Goncalves, R; Cota, MP; Reis, LP";;"Teofilo, Luis Filipe; Reis, Luis Paulo";;;HoldemML: A Framework to generate No Limit Hold'em Poker Agents from Human Player Strategies;SISTEMAS E TECNOLOGIAS DE INFORMACAO, VOL I;;;;;6th Iberian Information Systems and Technologies Conference;JUN 15-18, 2011;Chaves, PORTUGAL;;;;;;;;;"Teofilo, Luis/I-7173-2012; Reis, Luis Paulo/C-5751-2008";"Teofilo, Luis/0000-0002-2961-4757; Reis, Luis Paulo/0000-0002-4709-1718";;;;;;;;;;;;;;978-989-96247-4-0;;;;2011;;;;;;;755;+;;;;;;;;;WOS:000303491800121;;;;;;
S;"Gao, GH; Guo, M; Li, N";;"Wang, H; Zhang, BJ; Liu, XZ; Luo, DZ; Zhong, SB";;"Gao Guohong; Guo Mei; Li Nin";;;The Research of Distributed Manufacturing System Based on Agent;SMART MATERIALS AND INTELLIGENT SYSTEMS, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Smart Materials and Intelligent Systems;DEC 17-20, 2010;Chongqing, PEOPLES R CHINA;Shanghai Jiao Tong Univ, Nanyang Normal Univ, Hebei Polytechnic Univ, Henan Inst Sci & Technol, Chongqing Univ Arts & Sci, Hunan Inst Engn;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-0-87849-223-7;;;;2011;143-144;;;;;;448;451;;10.4028/www.scientific.net/AMR.143-144.448;;;;;;;WOS:000288884700088;;;;;;
S;Ye, QS;;"Wang, H; Zhang, BJ; Liu, XZ; Luo, DZ; Zhong, SB";;Ye, Qiusun;;;AI-VCR Subtraction Realizing with NM;SMART MATERIALS AND INTELLIGENT SYSTEMS, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Smart Materials and Intelligent Systems;DEC 17-20, 2010;Chongqing, PEOPLES R CHINA;Shanghai Jiao Tong Univ, Nanyang Normal Univ, Hebei Polytechnic Univ, Henan Inst Sci & Technol, Chongqing Univ Arts & Sci, Hunan Inst Engn;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-0-87849-223-7;;;;2011;143-144;;;;;;580;585;;10.4028/www.scientific.net/AMR.143-144.580;;;;;;;WOS:000288884700114;;;;;;
S;Ye, QS;;"Wang, H; Zhang, BJ; Liu, XZ; Luo, DZ; Zhong, SB";;Ye, Qiusun;;;AI-VCR Searching without Information;SMART MATERIALS AND INTELLIGENT SYSTEMS, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Smart Materials and Intelligent Systems;DEC 17-20, 2010;Chongqing, PEOPLES R CHINA;Shanghai Jiao Tong Univ, Nanyang Normal Univ, Hebei Polytechnic Univ, Henan Inst Sci & Technol, Chongqing Univ Arts & Sci, Hunan Inst Engn;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-0-87849-223-7;;;;2011;143-144;;;;;;586;591;;10.4028/www.scientific.net/AMR.143-144.586;;;;;;;WOS:000288884700115;;;;;;
S;Ye, QS;;"Wang, H; Zhang, BJ; Liu, XZ; Luo, DZ; Zhong, SB";;Ye, Qiusun;;;AI-VCR Computational Research on Visibility of 3D Materials Solids Reality Pictures;SMART MATERIALS AND INTELLIGENT SYSTEMS, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Smart Materials and Intelligent Systems;DEC 17-20, 2010;Chongqing, PEOPLES R CHINA;Shanghai Jiao Tong Univ, Nanyang Normal Univ, Hebei Polytechnic Univ, Henan Inst Sci & Technol, Chongqing Univ Arts & Sci, Hunan Inst Engn;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-0-87849-223-7;;;;2011;143-144;;;;;;592;597;;10.4028/www.scientific.net/AMR.143-144.592;;;;;;;WOS:000288884700116;;;;;;
S;"Wu, J; Snasel, V; Martinovic, J; Ochodkova, E; Abraham, A";;"Corchado, E; Snasel, V; Sedano, J; Hassanien, AE; Calvo, JL; Slezak, D";;"Wu, Jie; Snasel, Vaclav; Martinovic, Jan; Ochodkova, Eliska; Abraham, Ajith";;;Loop Strategies and Application of Rough Set Theory in Robot Soccer Game;SOFT COMPUTING MODELS IN INDUSTRIAL AND ENVIRONMENTAL APPLICATIONS, 6TH INTERNATIONAL CONFERENCE SOCO 2011;Advances in Intelligent and Soft Computing;;;;6th International Conference on Soft Computing Models in Industrial and Environmental Applications;APR 06-08, 2011;Salamanca, SPAIN;IEEE Secc Espana, IEEE Syst, Man & Cybernet Spanish Chapter, Int Fed Comp Log, MIR Lab, BISITE, GICAP Res Grp;;;;;;;;"Abraham, Ajith/A-1416-2008; Martinovic, Jan/G-3846-2019; Snasel, Vaclav/B-8094-2009";"Abraham, Ajith/0000-0002-0169-6738; Martinovic, Jan/0000-0001-7944-8956; Snasel, Vaclav/0000-0002-9600-8319";;;;;;;;;;;;1867-5662;;978-3-642-19643-0;;;;2011;87;;;;;;117;125;;;;;;;;;WOS:000290975700013;;;;;;
S;"Minano, G; Irigoyen, E";;"Corchado, E; Snasel, V; Sedano, J; Hassanien, AE; Calvo, JL; Slezak, D";;"Minano, Gorka; Irigoyen, Eloy";;;Computational Intelligence Techniques Application to Enhance Controlled Training for People with Cardiovascular Problems;SOFT COMPUTING MODELS IN INDUSTRIAL AND ENVIRONMENTAL APPLICATIONS, 6TH INTERNATIONAL CONFERENCE SOCO 2011;Advances in Intelligent and Soft Computing;;;;6th International Conference on Soft Computing Models in Industrial and Environmental Applications;APR, 2011;Salamanca, SPAIN;IEEE Secc Espana, IEEE Syst, Man & Cybernet Spanish Chapter, Int Fed Comp Log, MIR Lab;;;;;;;;Irigoyen, Eloy/K-7785-2014;Irigoyen, Eloy/0000-0002-9119-1652;;;;;;;;;;;;1867-5662;;978-3-642-19643-0;;;;2011;87;;;;;;611;619;;;;;;;;;WOS:000290975700064;;;;;;
S;"Magdaleno-Palencia, JS; Garcia-Valdez, M; Castanon-Puga, M; Gaxiola-Vega, LA";;"Zain, JM; Mohd, WMB; ElQawasmeh, E";;"Sergio Magdaleno-Palencia, Jose; Garcia-Valdez, Mario; Castanon-Puga, Manuel; Alfonso Gaxiola-Vega, Luis";;;On the Modelling of Adaptive Hypermedia Systems Using Agents for Courses with the Competency Approach;SOFTWARE ENGINEERING AND COMPUTER SYSTEMS, PT 3;Communications in Computer and Information Science;;;;2nd International Conference on Software Engineering and Computing Systems (ICSECS 2011);JUN 27-29, 2011;Univ Malaysia Pahang, Kuantan, MALAYSIA;Springer;Univ Malaysia Pahang;;;;;;;"Garcia-Valdez, Mario/A-6738-2013; Garcia-Valdez, Mario/AAH-3864-2019; Castanon-Puga, Manuel/B-2842-2013";"Garcia-Valdez, Mario/0000-0002-2593-1114; Garcia-Valdez, Mario/0000-0002-2593-1114; Castanon-Puga, Manuel/0000-0003-2890-512X";;;;;;;;;;;;1865-0929;;978-3-642-22202-3;;;;2011;181;;;;;;624;+;;;;;;;;;WOS:000303027200053;;;;;;
S;"Wang, X; Ding, SF";;Wu, YW;;"Wang, Xu; Ding, Shifei";;;An Overview of Quotient Space Theory;SPORTS MATERIALS, MODELLING AND SIMULATION;Advanced Materials Research;;;;International Conference on Sport Material, Modelling and Simulation;JAN 27-28, 2011;Shenzhen, PEOPLES R CHINA;Intelligent Informat Technol Applicat Res Assoc, Sport Sci Engn Comm, Adv Mat Res Journal, Howard Univ, US;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-3-03785-041-1;;;;2011;187;;;;;;326;331;;10.4028/www.scientific.net/AMR.187.326;;;;;;;WOS:000292888500061;;;;;;
S;"Jarusek, P; Pelanek, R";;Agotnes, T;;"Jarusek, Petr; Pelanek, Radek";;;Difficulty Rating of Sokoban Puzzle;STAIRS 2010: PROCEEDINGS OF THE FIFTH STARTING AI RESEARCHERS' SYMPOSIUM;Frontiers in Artificial Intelligence and Applications;;;;5th International Symposium for Artificial Intelligence Researchers (STAIRS);AUG 16-20, 2010;Lisbon, PORTUGAL;;;;;;;;;"Pelanek, Radek/ABE-1418-2020; Pelanek, Radek/J-3231-2013";"Pelanek, Radek/0000-0001-8877-4729; ";;;;;;;;;;;;0922-6389;1879-8314;"978-1-60750-676-8; 978-1-60750-675-1";;;;2011;222;;;;;;140;150;;10.3233/978-1-60750-676-8-140;;;;;;;WOS:000325429800012;;;;;;
S;"Queva, M; Probst, CW; Ricci, L";;Agotnes, T;;"Queva, Matthieu; Probst, Christian W.; Ricci, Laurent";;;Maintaining Arc Consistency in Non-Binary Dynamic CSPs using Simple Tabular Reduction;STAIRS 2010: PROCEEDINGS OF THE FIFTH STARTING AI RESEARCHERS' SYMPOSIUM;Frontiers in Artificial Intelligence and Applications;;;;5th International Symposium for Artificial Intelligence Researchers (STAIRS);AUG 16-20, 2010;Lisbon, PORTUGAL;;;;;;;;;;Probst, Christian W/0000-0001-5089-9155;;;;;;;;;;;;0922-6389;1879-8314;"978-1-60750-676-8; 978-1-60750-675-1";;;;2011;222;;;;;;251;263;;10.3233/978-1-60750-676-8-251;;;;;;;WOS:000325429800021;;;;;;
S;"Mitsakis, E; Salanova, JM; Giannopoulos, G";;Zak, J;;"Mitsakis, Evangelos; Salanova, Josep Maria; Giannopoulos, George";;;Combined dynamic traffic assignment and urban traffic control models;STATE OF THE ART IN THE EUROPEAN QUANTITATIVE ORIENTED TRANSPORTATION AND LOGISTICS RESEARCH, 2011: 14TH EURO WORKING GROUP ON TRANSPORTATION & 26TH MINI EURO CONFERENCE & 1ST EUROPEAN SCIENTIFIC CONFERENCE ON AIR TRANSPORT;Procedia Social and Behavioral Sciences;;;;14th Euro Working Group on Transportation/26th Mini Euro Conference/1st European Scientific Conference on Air Transport;SEP 06-09, 2011;Poznan Univ Technol, Poznan, POLAND;;Poznan Univ Technol;;;;;;;"Giannopoulos, George A./E-8233-2015; Mitsakis, Evangelos/C-5005-2009; Grau, Josep Maria Salanova/H-8657-2012";"Giannopoulos, George A./0000-0002-9461-7866; Mitsakis, Evangelos/0000-0001-8421-9226; Grau, Josep Maria Salanova/0000-0003-1564-2471";;;;;;;;;;;;1877-0428;;;;;;2011;20;;;;;;;;;10.1016/j.sbspro.2011.08.049;;;;;;;WOS:000299524200048;;;;;;
S;Slowinski, R;;Zak, J;;Slowinski, Roman;;;Intelligent Decision Aiding in Transportation and Logistics;STATE OF THE ART IN THE EUROPEAN QUANTITATIVE ORIENTED TRANSPORTATION AND LOGISTICS RESEARCH, 2011: 14TH EURO WORKING GROUP ON TRANSPORTATION & 26TH MINI EURO CONFERENCE & 1ST EUROPEAN SCIENTIFIC CONFERENCE ON AIR TRANSPORT;Procedia Social and Behavioral Sciences;;;;14th Euro Working Group on Transportation/26th Mini Euro Conference/1st European Scientific Conference on Air Transport;SEP 06-09, 2011;Poznan Univ Technol, Poznan, POLAND;;Poznan Univ Technol;;;;;;;Slowinski, Roman/A-5751-2013;Slowinski, Roman/0000-0002-5200-7795;;;;;;;;;;;;1877-0428;;;;;;2011;20;;;;;;;;;10.1016/j.sbspro.2011.08.007;;;;;;;WOS:000299524200006;;;;;;
S;"Abe, H; Tsumoto, S";;"Peters, JF; Skowron, A; Sakai, H; Chakraborty, MK; Slezak, D; Hassanien, A; Zhu, W";;"Abe, Hidenao; Tsumoto, Shusaku";;;Evaluating a Temporal Pattern Detection Method for Finding Research Keys in Bibliographical Data;TRANSACTIONS ON ROUGH SETS XIV;Lecture Notes in Computer Science;;;;12th International Conference on Rough Sets, Fuzzy Sets, Data Mining and Granular Computing;DEC 15-18, 2005-2009;Indian Inst Technol, Delhi, INDIA;Int Rough Set Soc, Int Fuzzy Syst Assoc, Indian Unit Pattern Recognit & Artificial Intelligence, Indian Statist Inst Calcutta, Mach Intelligence Res Labs, Springer, Chinese Rough Set & Soft Comp Soc, SIG Rough Sets Japan, Egyptian Rough Sets WG, Infobright, IIT Delhi;Indian Inst Technol;;;;;;;;Abe, Hidenao/0000-0003-0867-0925;;;;;;;;;;;;0302-9743;1611-3349;978-3-642-21562-9;;;;2011;6600;;;;;;1;17;;;;;;;;;WOS:000307749400001;;;;;;
