Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
J;Manuel, SSJ;;;;Jose Manuel, Sanchez-Sordo;;;Data mining techniques for the study of online learning from an extended approach;MULTIDISCIPLINARY JOURNAL FOR EDUCATION SOCIAL AND TECHNOLOGICAL SCIENCES;;;;;;;;;;;;;;;;;SANCHEZ SORDO, JOSE MANUEL/0000-0001-6569-251X;;;;;;;;;;;;2341-2593;;;;;APR;2019;6;1;;;;;1;24;;10.4995/muse.2019.11482;;;;;;;WOS:000468337600001;;;;;;
J;"Mylonas, P; Voutos, Y; Sofou, A";;;;"Mylonas, Phivos; Voutos, Yorghos; Sofou, Anastasia";;;A Collaborative Pilot Platform for Data Annotation and Enrichment in Viticulture;INFORMATION;;;;;;;;;;;;;;;;Mylonas, Phivos/AAF-2497-2019;"Mylonas, Phivos/0000-0002-6916-3129; Voutos, Yorghos/0000-0002-4039-7714";;;;;;;;;;;;2078-2489;;;;;APR;2019;10;4;;;;;;;149;10.3390/info10040149;;;;;;;WOS:000467297800030;;;;;;
J;"Chen, T; Marriott, W; Nicholson, A; Chen, T; Kmieckowiak, M; Chen, J";;;;"Chen, Tcw; Marriott, Wray; Nicholson, Ann; Chen, Tim; Kmieckowiak, Mars; Chen, Jcy";;;Evolved Algorithm and Vibration Stability for Nonlinear Disturbed Security Systems;SOUND AND VIBRATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1541-0161;;;;;APR;2019;53;2;;;;;29;37;;10.32604/sv.2019.04224;;;;;;;WOS:000466980700003;;;;;;
J;"Yang, Y; Chirapongsathorn, S; Charoenpitakchai, M; Yalor, N; Yu, H";;;;"Yang, Yu; Chirapongsathorn, Sakkarin; Charoenpitakchai, Mongkon; Yalor, Nifadeelah; Yu, Hanry";;;sqFibrosis: A robust liver fibrosis scoring system for artificial intelligence telepathology;JOURNAL OF HEPATOLOGY;;;;;International Liver Congress / 54th Annual Meeting of the European-Association-for-the-Study-of-the-Liver (EASL);APR 10-14, 2019;Vienna, AUSTRIA;European Assoc Study Liver;;;;;;;;;;;;;;;;;;;;;0168-8278;1600-0641;;;;APR;2019;70;1;;1;;PS-199;E133;E133;;10.1016/S0618-8278(19)30233-6;;;;;;;WOS:000463481700234;;;;;;
J;"Mockute, R; Desai, S; Perera, S; Assuncao, B; Danysz, K; Tetarenko, N; Gaddam, D; Abatemarco, D; Widdowson, M; Beauchamp, S; Cicirello, S; Mingle, E";;;;"Mockute, Ruta; Desai, Sameen; Perera, Sujan; Assuncao, Bruno; Danysz, Karolina; Tetarenko, Niki; Gaddam, Darpan; Abatemarco, Danielle; Widdowson, Mark; Beauchamp, Sheryl; Cicirello, Salvatore; Mingle, Edward";;;Artificial Intelligence Within Pharmacovigilance: A Means to Identify Cognitive Services and the Framework for Their Validation;PHARMACEUTICAL MEDICINE;;;;;;;;;;;;;;;;;"Mockute, Ruta/0000-0002-0947-8014; Abatemarco, Danielle/0000-0002-3405-810X";;;;;;;;;;;;1178-2595;1179-1993;;;;APR;2019;33;2;;;;;109;120;;10.1007/s40290-019-00269-0;;;;;;;WOS:000464911200004;31933254;;;;;
J;Poscic, A;;;;Poscic, Ana;;;EUROPEAN COMPETITION LAW AND SHARING ECONOMY - SELECTED ISSUES;ZBORNIK PRAVNOG FAKULTETA SVEUCILISTA U RIJECI;;;;;;;;;;;;;;;;Poscic, Ana/R-4071-2018;Poscic, Ana/0000-0001-7315-0630;;;;;;;;;;;;1330-349X;1846-8314;;;;APR;2019;40;1;;;;;237;260;;10.30925/zpfsr.40.1.9;;;;;;;WOS:000465426000009;;;;;;
J;"Bodenbender, M; Kurzrock, BM; Muller, PM";;;;"Bodenbender, Mario; Kurzrock, Bjoern-Martin; Mueller, Philipp Maximilian";;;Broad application of artificial intelligence for document classification, information extraction and predictive analytics in real estate;JOURNAL OF GENERAL MANAGEMENT;;;;;;;;;;;;;;;;Muller, Philipp Maximilian/Z-2653-2019;"Muller, Philipp Maximilian/0000-0002-4357-8182; Kurzrock, Bjorn-Martin/0000-0001-5176-9862; Bodenbender, Mario/0000-0001-5473-7241";;;;;;;;;;;;0306-3070;1759-6106;;;;APR;2019;44;3;;;;;170;179;;10.1177/0306307018823113;;;;;;;WOS:000465129100007;;;;;;
J;"Prakash, J; Singh, PK; Kishor, A";;;;"Prakash, Jay; Singh, Pramod Kumar; Kishor, Avadh";;;Integrating fitness predator optimizer with multi-objective PSO for dynamic partitional clustering;PROGRESS IN ARTIFICIAL INTELLIGENCE;;;;;;;;;;;;;;;;Kishor, Avadh/X-3194-2019;"Kishor, Avadh/0000-0001-8358-1194; Singh, Pramod Kumar/0000-0003-0019-1436";;;;;;;;;;;;2192-6352;2192-6360;;;;APR;2019;8;1;;;;;83;99;;10.1007/s13748-018-0157-5;;;;;;;WOS:000464899000006;;;;;;
J;"de Andrade, LP; Tiradol, ACS; Brusamolin, V; Gomes, MD";;;;"de Andrade, Leo Pasqualini; Santa Brigida Tiradol, Augusto Claudio; Brusamolin, Valerio; Gomes, Mateus das Neves";;;Solving a hypothetical chess problem: a comparative analysis of computational methods and human reasoning;REVISTA BRASILEIRA DE COMPUTACAO APLICADA;;;;;;;;;;;;;;;;Tirado, Augusto/AAO-4281-2020;Pasqualini de Andrade, Leo/0000-0002-8893-0338;;;;;;;;;;;;2176-6649;;;;;APR;2019;11;1;;;;;96;103;;10.5335/rbca.v11i1.9111;;;;;;;WOS:000465137600011;;;;;;
J;"Lui, TKL; Wong, KKY; Mak, LLY; Ko, MKL; Tsao, SKK; Leung, WK";;;;"Lui, Thomas K. L.; Wong, Kenneth K. Y.; Mak, Loey L. Y.; Ko, Michael K. L.; Tsao, Stephen K. K.; Leung, Wai K.";;;Endoscopic prediction of deeply submucosal invasive carcinoma with use of artificial intelligence;ENDOSCOPY INTERNATIONAL OPEN;;;;;;;;;;;;;;;;Leung, Wai Keung/B-8140-2011;Leung, Wai Keung/0000-0002-5993-1059;;;;;;;;;;;;2364-3722;2196-9736;;;;APR;2019;7;4;;;;;E514;E520;;10.1055/a-0849-9548;;;;;;;WOS:000464532200004;31041367;;;;;
J;"Tsai, V; Zhuang, B";;;;"Tsai, V.; Zhuang, B.";;;An at-home system that adapts to different types of mobile phones for measuring sperm motility-verification of its performance of Artificial Intelligence (AI) sperm image recognition with cloud computing;BJU INTERNATIONAL;;;;;Biennial Meeting of Asia-Pacific-Society-of-Sexual-Medicine;APR 11-13, 2019;Brisbane, AUSTRALIA;Asia Pacific Soc Sexual Med;;;;;;;;;;;;;;;;;;;;;1464-4096;1464-410X;;;;APR;2019;123;;;3;SI;;16;17;;;;;;;;;WOS:000464355500032;;;;;;
J;"Jandan, F; Khokhar, S; Memon, ZA; Shah, SAA";;;;"Jandan, Fayyaz; Khokhar, Suhail; Memon, Zubair Ahmed; Shah, Syed Abid Ali";;;Wavelet Based Simulation and Analysis of Single and Multiple Power Quality Disturbances;ENGINEERING TECHNOLOGY & APPLIED SCIENCE RESEARCH;;;;;;;;;;;;;;;;Khokhar, Suhail/AAJ-8060-2020;;;;;;;;;;;;;2241-4487;1792-8036;;;;APR;2019;9;2;;;;;3909;3914;;;;;;;;;WOS:000464010400008;;;;;;
J;"Livshits, IL; Glebovskyi, AS; Protsuto, MV; Volkova, SL";;;;"Livshits, Irina L.; Glebovskyi, Alexander S.; Protsuto, Marina, V; Volkova, Svetlana L.";;;Interdisciplinary approach for simulation of starting points for optical and architectural design;ADVANCED OPTICAL TECHNOLOGIES;;;;;;;;;;;;;;;;Livshits, Irina/H-3046-2012;Livshits, Irina/0000-0002-3256-1481;;;;;;;;;;;;2192-8576;2192-8584;;;;APR;2019;8;2;;;;;135;144;;10.1515/aot-2018-0062;;;;;;;WOS:000463773300009;;;;;;
J;"Dimitriadis, I; Bormann, CL; Thirumalaraju, P; Kanakasabapathy, M; Gupta, R; Pooniwala, R; Souter, I; Hsu, JY; Rice, ST; Bhowmick, P; Shafiee, H";;;;"Dimitriadis, I.; Bormann, C. L.; Thirumalaraju, P.; Kanakasabapathy, M.; Gupta, R.; Pooniwala, R.; Souter, I.; Hsu, J. Y.; Rice, S. T.; Bhowmick, P.; Shafiee, H.";;;ARTIFICIAL INTELLIGENCE-ENABLED SYSTEM FOR EMBRYO CLASSIFICATION AND SELECTION BASED ON IMAGE ANALYSIS.;FERTILITY AND STERILITY;;;;;67th Annual Meeting of the Pacific-Coast-Reproductive-Society (PCRS);APR 03-07, 2019;Indian Wells, CA;Pacific Coast Reprod Soc;;;;;;;;"Kanakasabapathy, Manoj/L-3760-2017; Thirumalaraju, Prudhvi/AAO-7932-2020";"Kanakasabapathy, Manoj/0000-0002-0756-8585; ";;;;;;;;;;;;0015-0282;1556-5653;;;;APR;2019;111;4;;S;;P-19;E21;E21;;10.1016/j.fertnstert.2019.02.064;;;;;;;WOS:000463487700028;;;;;;
J;"Kanakasabapathy, M; Dimitriadis, I; Thirumalaraju, P; Bormann, CL; Souter, I; Hsu, J; Thatcher, ML; Veiga, C; Shafiee, H";;;;"Kanakasabapathy, M.; Dimitriadis, I.; Thirumalaraju, P.; Bormann, C. L.; Souter, I.; Hsu, J.; Thatcher, M. L.; Veiga, C.; Shafiee, H.";;;AN INEXPENSIVE, AUTOMATED ARTIFICIAL INTELLIGENCE (AI) SYSTEM FOR HUMAN EMBRYO MORPHOLOGY EVALUATION AND TRANSFER SELECTION.;FERTILITY AND STERILITY;;;;;67th Annual Meeting of the Pacific-Coast-Reproductive-Society (PCRS);APR 03-07, 2019;Indian Wells, CA;Pacific Coast Reprod Soc;;;;;;;;"Kanakasabapathy, Manoj/L-3760-2017; Thirumalaraju, Prudhvi/AAO-7932-2020";"Kanakasabapathy, Manoj/0000-0002-0756-8585; ";;;;;;;;;;;;0015-0282;1556-5653;;;;APR;2019;111;4;;S;;P-2;E11;E11;;10.1016/j.fertnstert.2019.02.047;;;;;;;WOS:000463487700011;;;;;;
J;"Zhang, C; Liu, YH; Li, L; Zheng, NN; Wang, FY";;;;"Zhang, Chi; Liu, Yuehu; Li, Li; Zheng, Nan-Ning; Wang, Fei-Yue";;;Joint Task Difficulties Estimation and Testees Ranking for Intelligence Evaluation;IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS;;;;;;;;;;;;;;;;"Zhang, Chi/O-5068-2015; Li, Li/A-3453-2008";"Zhang, Chi/0000-0001-9604-2800; Li, Li/0000-0002-9428-1960";;;;;;;;;;;;2329-924X;;;;;APR;2019;6;2;;;;;221;226;;10.1109/TCSS.2019.2899136;;;;;;;WOS:000463475000004;;;;;;
J;"Bernard, V; Aliru, M; Moningi, S; Ng, SP; Garza, S; Spelman, AR; Liao, Z; Vanalstine, ML; Herman, J";;;;"Bernard, Vincent; Aliru, Maureen; Moningi, Shalini; Ng, Sweet Ping; Garza, Sergio; Spelman, Amy R.; Liao, Zhongxing; Vanalstine, Michael L.; Herman, Joseph";;;Utilizing Artificial Intelligence to Increase Multi-Institutional Access to Clinical Trials;INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS;;;;;101st Annual Meeting of the American-Radium-Society (ARS);APR 06-09, 2019;Dana Point, VA;Amer Radium Soc;;;;;;;;Ng, Sweet Ping/L-5289-2019;Ng, Sweet Ping/0000-0003-1721-0680;;;;;;;;;;;;0360-3016;1879-355X;;;;APR;2019;103;5;;S;;P64;E46;E46;;10.1016/S0360-3016(19)30514-0;;;;;;;WOS:000463350600106;;;;;;
J;"Udelsman, B; Moseley, E; Sudore, R; Keating, N; Lindvall, C";;;;"Udelsman, B.; Moseley, E.; Sudore, R.; Keating, N.; Lindvall, C.";;;Novel Artificial Intelligence Methodology Identifies Significant Variation in Care Preference Documention Among Older ICU Patients;JOURNAL OF THE AMERICAN GERIATRICS SOCIETY;;;;;Annual Scientific Meeting of the American-Geriatrics-Society (AGS);MAY 02-04, 2019;Portland, OR;Amer Geriatr Soc;;;;;;;;;;;;;;;;;;;;;0002-8614;1532-5415;;;;APR;2019;67;;;1;SI;D84;S285;S286;;;;;;;;;WOS:000463149000829;;;;;;
J;"Shaban, A; Almasalha, F; Qutqut, MH";;;;"Shaban, Amneh; Almasalha, Fadi; Qutqut, Mahmoud H.";;;Hybrid user action prediction system for automated home using association rules and ontology;IET WIRELESS SENSOR SYSTEMS;;;;;;;;;;;;;;;;;QUTQUT, MAHMOUD/0000-0001-6369-938X;;;;;;;;;;;;2043-6386;2043-6394;;;;APR;2019;9;2;;;;;85;93;;10.1049/iet-wss.2018.5032;;;;;;;WOS:000462870000005;;;;;;
J;"Supreetha, BS; Nayak, KP; Shenoy, KN";;;;"Supreetha, B. S.; Nayak, Prabhakara K.; Shenoy, Narayan K.";;;HYBRID ARTIFICIAL INTELLIGENCE BASED ABC-PSO SYSTEM FOR GROUND WATER LEVEL FORECASTING IN UDUPI REGION;JOURNAL OF ENGINEERING SCIENCE AND TECHNOLOGY;;;;;;;;;;;;;;;;;nayak, supreetha/0000-0001-9540-0442;;;;;;;;;;;;1823-4690;;;;;APR;2019;14;2;;;;;797;809;;;;;;;;;WOS:000462912200020;;;;;;
J;"Alnaimi, FBI; Bin Ismail, RI; Ker, PJ; Wahidin, SKB";;;;"Alnaimi, Firas B. Ismail; Bin Ismail, Rahmat Izaizi; Ker, Pin Jern; Wahidin, Siti Khadijah Binti";;;DEVELOPMENT OF INTELLIGENT EARLY WARNING SYSTEM FOR STEAM TURBINE;JOURNAL OF ENGINEERING SCIENCE AND TECHNOLOGY;;;;;;;;;;;;;;;;Alnaimi, Firas Basim Ismail/AAN-5750-2020;"Alnaimi, Firas Basim Ismail/0000-0002-8394-7077; Ker, Pin Jern/0000-0002-5703-1735";;;;;;;;;;;;1823-4690;;;;;APR;2019;14;2;;;;;844;858;;;;;;;;;WOS:000462912200023;;;;;;
J;"Paradeshi, L; Srinivas, M; Jayaraj, S";;;;"Paradeshi, L.; Srinivas, M.; Jayaraj, S.";;;Thermodynamic analysis of a direct expansion solar-assisted heat pump system working with R290 as a drop-in substitute for R22;JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY;;;;;International Conference on Thermal Analysis and Energy Systems;APR 12-13, 2018;Coimbatore, INDIA;Hindusthan Coll Engn & Technol, Dept Mech Engn;;;;;;;;;;;;;;;;;;;;;1388-6150;1588-2926;;;;APR;2019;136;1;;;SI;;63;78;;10.1007/s10973-018-7928-x;;;;;;;WOS:000462144300006;;;;;;
J;"Dahiya, BP; Rani, S; Singh, P";;;;"Dahiya, Brahm Prakash; Rani, Shaveta; Singh, Paramjeet";;;A Hybrid Artificial Grasshopper Optimization (HAGOA) Meta- Heuristic Approach: A Hybrid Optimizer For Discover the Global Optimum in Given Search Space;INTERNATIONAL JOURNAL OF MATHEMATICAL ENGINEERING AND MANAGEMENT SCIENCES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2455-7749;;;;;APR;2019;4;2;;;;;471;488;;10.33889/IJMEMS.2019.4.2-039;;;;;;;WOS:000556963700018;;;;;;
J;"Ouyang, RH; Ahmetcik, E; Carbogno, C; Scheffler, M; Ghiringhelli, LM";;;;"Ouyang, Runhai; Ahmetcik, Emre; Carbogno, Christian; Scheffler, Matthias; Ghiringhelli, Luca M.";;;Simultaneous learning of several materials properties from incomplete databases with multi-task SISSO;JOURNAL OF PHYSICS-MATERIALS;;;;;;;;;;;;;;;;;Carbogno, Christian/0000-0003-0635-8364;;;;;;;;;;;;;2515-7639;;;;APR 1;2019;2;2;;;;;;;24002;10.1088/2515-7639/ab077b;;;;;;;WOS:000559776200001;;;;;;
J;Pelea, CI;;;;Pelea, Cringuta-Irina;;;The Relationship Between Artificial Intelligence, Human Communication and Ethics. A Futuristic Perspective: Utopia or Dystopia?;MEDIA LITERACY AND ACADEMIC RESEARCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2585-8726;2585-9188;;;;APR;2019;2;1;;;;;38;48;;;;;;;;;WOS:000576738300003;;;;;;
J;"Lippi, M; Contissa, G; Lagioia, F; Micklitz, HW; Palka, P; Sartor, G; Torroni, P";;;;"Lippi, Marco; Contissa, Giuseppe; Lagioia, Francesca; Micklitz, Hans-Wolfgang; Palka, Przemyslaw; Sartor, Giovanni; Torroni, Paolo";;;Consumer protection requires artificial intelligence;NATURE MACHINE INTELLIGENCE;;;;;;;;;;;;;;;;"; Torroni, Paolo/J-2366-2012; Contissa, Giuseppe/F-6010-2016";"Micklitz, Hans-Wolfgang/0000-0001-6286-6326; Torroni, Paolo/0000-0002-9253-8638; Lagioia, Francesca/0000-0001-7083-3487; Contissa, Giuseppe/0000-0002-8511-1505; Sartor, Giovanni/0000-0003-2210-0398";;;;;;;;;;;;;2522-5839;;;;APR;2019;1;4;;;;;168;169;;10.1038/s42256-019-0042-3;;;;;;;WOS:000567065600004;;;;;;
J;"Rich, AS; Gureckis, TM";;;;"Rich, Alexander S.; Gureckis, Todd M.";;;Lessons for artificial intelligence from the study of natural stupidity;NATURE MACHINE INTELLIGENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2522-5839;;;;APR;2019;1;4;;;;;174;180;;10.1038/s42256-019-0038-z;;;;;;;WOS:000567065600007;;;;;;
J;"Alkaldy, EAH; Albaqir, MA; Hejazi, MSA";;;;"Alkaldy, Esam A. Hashim; Albaqir, Maythem A.; Hejazi, Maryam Sadat Akhavan";;;A new load forecasting model considering planned load shedding effect;INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT;;;;;;;;;;;;;;;;Alkaldy, Esam/C-7369-2017;Alkaldy, Esam/0000-0002-8014-7488;;;;;;;;;;;;1750-6220;1750-6239;;;;APR 1;2019;13;1;;;;;149;165;;10.1108/IJESM-03-2018-0008;;;;;;;WOS:000460939500008;;;;;;
J;"Madan, BB; Banik, M; Bein, D";;;;"Madan, Bharat B.; Banik, Manoj; Bein, Doina";;;Securing unmanned autonomous systems from cyber threats;JOURNAL OF DEFENSE MODELING AND SIMULATION-APPLICATIONS METHODOLOGY TECHNOLOGY-JDMS;;;;;;;;;;;;;;;;Bein, Doina/AAT-2772-2020;;;;;;;;;;;;;1548-5129;1557-380X;;;;APR;2019;16;2;;;;;119;135;;10.1177/1548512916628335;;;;;;;WOS:000460598300003;;;;;;
J;"Sitterding, MC; Raab, DL; Saupe, JL; Israel, KJ";;;;"Sitterding, Mary C.; Raab, Dana L.; Saupe, Jennifer L.; Israel, Keith J.";;;Using Artificial Intelligence and Gaming to Improve New Nurse Transition;NURSE LEADER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1541-4612;1541-4620;;;;APR;2019;17;2;;;;;125;130;;10.1016/j.mnl.2018.12.013;;;;;;;WOS:000460727000011;;;;;;
J;Sethumadhavan, A;;;;Sethumadhavan, Arathi;;;Trust in Artificial Intelligence;ERGONOMICS IN DESIGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1064-8046;2169-5083;;;;APR;2019;27;2;;;;;34;34;;10.1177/1064804618818592;;;;;;;WOS:000460024400006;;;;;;
J;"de Moura, JP; Neto, JVD; Rego, PHM";;;;"de Moura, Jose Pinheiro; da Fonseca Neto, Joao Viana; Rego, Patricia Helena M.";;;Models for Optimal Online Tuning Based on Computational Intelligence of PID Controllers Applied to Operational Processes of Bulk Reclaimers;JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2195-3880;2195-3899;;;;APR;2019;30;2;;;;;148;159;;10.1007/s40313-018-00438-7;;;;;;;WOS:000459440200002;;;;;;
J;"Gongora, WS; da Silva, IN; Goedtel, A; Castoldi, MF; dos Santos, TH";;;;"Gongora, Wylliam Salviano; da Silva, Ivan Nunes; Goedtel, Alessandro; Castoldi, Marcelo Favoretto; dos Santos, Tiago Henrique";;;Reference Signal Injection in Induction Motors Drives to Electrical Failures Detection;JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS;;;;;;;;;;;;;;;;Castoldi, Marcelo/AAK-3393-2020;Castoldi, Marcelo/0000-0001-6199-8327;;;;;;;;;;;;2195-3880;2195-3899;;;;APR;2019;30;2;;;;;242;252;;10.1007/s40313-019-00442-5;;;;;;;WOS:000459440200009;;;;;;
J;"Crittenden, WF; Biel, IK; Lovely, WA";;;;"Crittenden, William F.; Biel, Isabella K.; Lovely, William A., III";;;Embracing Digitalization: Student Learning and New Technologies;JOURNAL OF MARKETING EDUCATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273-4753;1552-6550;;;;APR;2019;41;1;;;SI;;5;14;;10.1177/0273475318820895;;;;;;;WOS:000459512700002;;;;;;
J;Kunarak, S;;;;Kunarak, Sunisa;;;EMBEDDED INTELLIGENCE FOR FAST VERTICAL HANDOVER DECISION AND NETWORK SELECTION IN HETNETS;INTERNATIONAL JOURNAL OF GEOMATE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2186-2982;2186-2990;;;;APR;2019;16;56;;;;;104;109;;10.21660/2019.56.4657;;;;;;;WOS:000455947400017;;;;;;
J;"Javaid, M; Abbas, M; Liu, JB; Teh, WC; Cao, JD";;;;"Javaid, M.; Abbas, M.; Liu, Jia-Bao; Teh, W. C.; Cao, Jinde";;;TOPOLOGICAL PROPERTIES OF FOUR-LAYERED NEURAL NETWORKS;JOURNAL OF ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING RESEARCH;;;;;;;;;;;;;;;;"Liu, Jia-Bao/C-7850-2015; Cao, Jinde/D-1482-2012; Teh, Wen Chean/B-2632-2018; Jinde, Cao/L-2658-2017; Abbas, Mujahid/N-7652-2015; Javaid, Muhammad/J-5235-2018";"Liu, Jia-Bao/0000-0002-9620-7692; Cao, Jinde/0000-0003-3133-7119; Teh, Wen Chean/0000-0001-8424-9820; Javaid, Muhammad/0000-0001-7241-8172";;;;;;;;;;;;2083-2567;2449-6499;;;;APR;2019;9;2;;;;;111;122;;10.2478/jaiscr-2018-0028;;;;;;;WOS:000455458100003;;;;;;
J;"Bagheri, M; He, XL; Zhang, HT; Liu, WY; Shi, HL; Burken, J";;;;"Bagheri, Majid; He, Xiaolong; Zhang, Haiting; Liu, Wenyan; Shi, Honglan; Burken, Joel";;;New Insights to Plant Uptake and Translocation of Environmental Contaminants: Artificial Intelligence Approaches;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;257th National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;;;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;562;;;;;;;;;;;WOS:000478861200600;;;;;;
J;"Covino, R; Jung, H; Hummer, G";;;;"Covino, Roberto; Jung, Hendrik; Hummer, Gerhard";;;Automatic reaction coordinate discovery in artificial intelligence guided computer simulations;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;;;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;243;;;;;;;;;;;WOS:000478860505168;;;;;;
J;"Freeze, J; Batista, V";;;;"Freeze, Jessica; Batista, Victor";;;Artificial intelligence for catalyst design: Removal of ammonia pollution from water;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;;;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;590;;;;;;;;;;;WOS:000478860505512;;;;;;
J;Gressling, T;;;;Gressling, Thorsten;;;Autochemistry: A new research paradigm based on artificial intelligence and big data;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;;;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;322;;;;;;;;;;;WOS:000478860505247;;;;;;
J;"Lansford, J; Feng, JC; Katsoulakis, M; Vlachos, D";;;;"Lansford, Joshua; Feng, Jinchao; Katsoulakis, Markos; Vlachos, Dionisios";;;Artificial intelligence for chemical sciences;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;257th National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;;;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;86;;;;;;;;;;;WOS:000478860501772;;;;;;
J;Ottens, M;;;;Ottens, Marcel;;;Artificial intelligence aided biopharmaceutical process development;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;257th National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;;;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;632;;;;;;;;;;;WOS:000478860501543;;;;;;
J;Tabor, D;;;;Tabor, Daniel;;;Active search for organic functional materials with artificial intelligence;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;;;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;108;;;;;;;;;;;WOS:000478860505034;;;;;;
J;Wolverton, C;;;;Wolverton, Chris;;;Using artificial intelligence to discover new materials;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY;;;;;257th National Meeting of the American-Chemical-Society (ACS);MAR 31-APR 04, 2019;Orlando, FL;Amer Chem Soc;;;;;;;;"Wolverton, Christopher/B-7542-2009; Wolverton, Chris/AAZ-3899-2020";;;;;;;;;;;;;0065-7727;;;;;MAR 31;2019;257;;;;;93;;;;;;;;;;;WOS:000478860501779;;;;;;
J;Benestad, HB;;;;Benestad, Haakon B.;;;Interpretation of ECG with artificial intelligence;TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0029-2001;0807-7096;;;;MAR 26;2019;139;6;;;;;515;515;;;;;;;;;WOS:000464034600012;;;;;;
